tweetText,stance_israel,authorUsername
"ICYMI: I introduced a resolution alongside 
@RepAndyKimNJ
 and 
@RepCarbajal
 calling for the safe, timely, and sufficient delivery of humanitarian aid to civilians in Gaza.",-1,@RepBera
"It was great to speak with the Jewish Community of Central Oregon in Bend last week! We discussed my efforts to fight antisemitism and protect Jewish students, and I reiterated my strong support for Israel and its right to self-defense ",1,@RepLCD
"Republicans and Democrats must come together to support Israel and ensure it has the resources it needs, immediately. 
 
Watch my interview on 
@NewsNation
 with 
@LelandVittert
:",1,@RepDavidKustoff
"I welcome the news of a humanitarian pause to allow for the return of hostages and the delivery of critical humanitarian aid into Gaza.

I am hopeful that this agreement will be built upon to secure a durable, region-wide peace.

My full statement:",0,@RepCasten
Iowa stands with Israel!,1,@RepAshleyHinson
"Last night, the House came together in a meaningful way to make clear that the United States stands with the women and girls of Israel against the heinous actions of Hamas.",1,@RepJenKiggans
"Following the worst attack on the Jewish people since the Holocaust, I joined with my colleagues to introduce a bipartisan resolution reaffirming the unwavering support for Israel in the United States Senate.

The United States stands with our ally Israel.",1,@SenToddYoung
"It's always an honor to help our troops in any way I can — whether it's through lawmaking or sending something special from home to show our gratitude. This morning, I joined 
@The_USO
 in assembling care packages for servicemembers stationed in the Middle East and Eastern Europe.",0,@RepHoulahan
"The content of Mast's remark is significant: He was replying to Rep. 
@JoaquinCastrotx
, who called Mast out for stripping a humanitarian exemption - to enable food, medicine, & livesaving supplies to enter Gaza - from a bill sanctioning on Hamas.",-1,@DrShushan
"As the Middle East explodes into war, we learn that a top Biden administration official is a pro-Palestine radical. Important context from Revolver news:",1,@JDVance1
"It’s unacceptable that 
@UNRWA
 teachers celebrated Hamas’ Oct. 7 terror attacks.

Hamas murdered, raped, & burned alive more than 1,200 people, and took more than 200 hostages.

The UN needs to investigate this.",1,@RepJoshG
"The people of Kentucky’s 6th Congressional District proudly stand with the people of Israel and against radical, anti-semitic terrorists.",1,@RepAndyBarr
"President Biden’s words yesterday were a gift to Hamas, which continues to hold more than 130 hostages—including 6 Americans—in Gaza. 

I joined Larry Kudlow on 
@FoxBusiness
 to discuss how more appeasement from this Admin only leads to more aggression from our adversaries.",1,@SenKatieBritt
"This morning, I learned American Itay Chen was killed at the hands of brutal Hamas terrorists. 

My heart aches for his family who has been waiting, desperate for answers.

His story will not go unheard.",1,@SenJoniErnst
"Thank you, 
@SenatorLankford
, for leading this important effort urging 
@UN
 to immediately recognize Hamas for what it is: a terrorist organization.",1,@SenJohnThune
This graphic & eye-opening event only underscores the urgent need to hold Hamas accountable & protect Israeli women.,1,@RepGraceMeng
"We need to keep doing all we can to secure the release of every Israeli hostage from the horrors of Hamas captivity. #FreeThemAll

While we do, Trump/the GOP would do well to stop comparing these innocent people to those jailed for threatening violence on Jan6. It's a disgrace.",1,@RepCohen
"“The bulk of humanitarian aid that’s gone to Palestine has, unfortunately, been siphoned off to Hamas.”


@virginiafoxx
 and witness discuss how Hamas is using fake charities and various bank accounts to steal U.S. tax dollars meant for humanitarian aid. This is a group that uses…",1,@GOPoversight
"America must get tough on Iran— the largest state sponsor of terrorism.

 Freeze Biden’s $6B giveaway
 Block Iran oil exports
 Impose sanctions on Iran
 Secure our border",0,@SenMullin
"Today, we remember the nearly 3,000 Americans who were killed during the 9/11 terrorist attacks.

22 years later, we continue to honor the brave first responders who sacrificed their lives to save others, and we recognize the courage & resolve of the American people. #NeverForget",0,@SenatorFischer
"Jill and I were sickened to learn of the brutal murder of a child and the attempted murder of the child’s mother yesterday in Illinois. Our condolences and prayers are with the family.

This act of hate against a Palestinian Muslim family has no place in America.",-1,@POTUS
"""We need to eliminate the Hamas threat. We need to rebuild Gaza. We need to get the supplies in there. We need to get the hostages home,"" Chair 
@SenatorCardin
 told 
@mitchellreports
 on passing 
@POTUS
' supplemental appropriations request. ""The supplemental is part of that process.""",1,@SFRCdems
"At last night’s #SOTU, members of Congress sent a message: Gaza needs a ceasefire NOW. Thank you 
@MaxwellFrostFL
, 
@RepSummerLee
, 
@RepCasar
, 
@repdeliaramirez
, 
@RepBonnie
, 
@RepEscobar
, 
@RepHankJohnson
, and others for wearing CEASEFIRE pins to the SOTU.",-1,@WinWithoutWar
"We applaud the 
@POTUS
 Biden Administration 
@USUN
 for vetoing the anti-Israel U.N. Security Council resolution that:

 Didn't even mention ""Hamas,"" the Israeli victims of Hamas' brutal massacre, or Israel's right to defend itself
 Called for an ""immediate"" ceasefire, which…",1,@AIPAC
I am deeply saddened and profoundly concerned by the decision of the coalition government in Israel to unilaterally move forward with dramatic and controversial changes to its judicial system.,-1,@RepSchneider
"I would be terrified to be a Jewish woman on 
@Harvard
 
@Penn
 
@MIT
 college campuses right now.
 
Yesterday, I called out these university presidents directly for allowing this horrific rhetoric and hostile actions against Jewish students on their campuses.
 
It must end.",1,@RepJuliaLetlow
"Our southern border is being overrun & 
@POTUS
 is setting up free housing for migrants on national park land. 

This madness invites more drugs & terrorists into our country. We need to #CloseTheBorder & protect Americans!

#BidenBorderCrisis",0,@RepMaxMiller
"The Taliban now runs Afghanistan, thanks to Joe Biden’s disastrous withdrawal, and 6,386 Afghan nationals have been encountered at our southern border this year. How many of those 6,000+ Afghans are part of the 150+ terror watchlist individuals that came across our southern…",0,@RepGregSteube
"China has an economic and political foothold in the Middle East. The Assistant Secretary of Defense for Strategies, Plans, and Capabilities doesn't think this is a problem. The CCP's relationship with Iran is something the U.S. needs to take very seriously.",0,@RepTimBurchett
"I recently introduced H.R. 6588 and H.R. 6589, allowing Congress to gain a better understanding of what is going on with these terrorist groups by ensuring international banking organizations are appropriately analyzing anti-money laundering schemes.",1,@RepMonicaDLC
"Unfortunately, he is far from the only person on the terror watchlist trying to cross the border. 

Grateful to Texas law enforcement for making this arrest, however, due to open border policies there’ve been 1.2 million got-aways since Biden took office. https://x.com/BillMelugin_/s/BillMelugin_/status/1620786021926572032…",0,@RepWalberg
We must continue to build on this deal to aggressively push for the safe return of every single hostage and ensure that necessary humanitarian assistance reaches the Palestinian civilians.,-1,@RepVeasey
"Countless illegals, poisonous drugs, known terrorists, and foreign nationals from adversarial countries are pouring across our border and destroying our communities. 

Last week, I joined my colleagues in co-sponsoring a resolution deeming the crisis at our Southern Border what…",0,@RepHarshbarger
"Today, we pause to remember the worst terrorist attack in our nation’s history, the nearly 3,000 lives lost on 9/11, and those courageous individuals who risked their lives to save others. It’s a day we will not forget.",0,@SenSanders
"If DHS can't vet employees for terrorist ties, how can we trust them to vet millions of illegal aliens?",0,@repkevinhern
"Jacob Lew will serve honorably as ambassador to Israel. I was proud to vote to confirm him.

American diplomatic leadership is essential during these difficult times, and I am confident that Ambassador Lew will provide a steady hand in the region.",1,@SenGaryPeters
"I’ve carried Avigail’s picture with me since I met her family in Israel, so her release hits close to my heart. I cannot stop thinking about the hostages remaining unconscionably captive or her parents of blessed memory, victims of Hamas’ slaughter.",1,@SenBlumenthal
"Sunday marked 100 days since Hamas slaughtered & kidnapped innocent Israelis. There are still 136 hostages being held in Gaza.

I was honored to share the story of Agam Berger. It is time to bring Agam, & all of these hostages home. #BringThemAllHome",1,@RepDavidKustoff
"Far-left Democrats continue to deny the brutal reality the Jewish people suffered at the hands of Hamas.

As a reminder of the atrocity, Rep. Van Orden brought back cups from the site where thousands of Israelis were murdered to give to his colleagues in Congress.",1,@RepVanOrden
"There should be no more delay in Biden redesignating the Houthis as a terrorist organization and enforcing sanctions for their attacks on U.S. servicemembers and violations of international law.

For over a year, I have called for this action.

American lives are on the line.",0,@SenJoniErnst
"Great to join 
@GovMikeHuckabee
 on 
@HuckabeeOnTBN
 to discuss my work in the House of Representatives to support Israel and hold the Biden Administration accountable.

Our discussion will air tonight at 8/7c and tomorrow at 9/8c on 
@TBN
. I hope you can tune in!",1,@RepDavidKustoff
"One of the first things 
@POTUS
 
@JoeBiden
 did when he took office was revoke President Trump’s designation of the Houthis as a terrorist organization. 

Appeasement doesn’t work - the Houthis just shot down a U.S. drone.",-1,@repkevinhern
"Too many Jewish students and faculty have been targeted on campuses since Hamas' brutal Oct. 7 terrorist attacks.
 
My bill will require higher ed institutes to have clear guidelines for combatting antisemitism if they want to keep receiving federal funds.",1,@RepRudyYakym
"The American people understand a simple truth that Congress ignores: It is absurd and hypocritical to criticize Netanyahu’s inhumane war in one breath, and provide him another $10 billion to continue that war in the next.",-1,@SenSanders
"The United States must continue to stand unequivocally with our ally, Israel. Anything less condones Hamas’s terrorism and encourages future attacks.",1,@RepLaMalfa
"History has shown us what happens when men and women do nothing in the face of evil. 

Antisemitism at 
@UCBerkeley
 is in full force & should NOT be tolerated. 

University leadership should be the first to state the obvious: Jewish students should feel safe & respected on campus.",1,@RepAaronBean
"This is a unique war with global effects, and this meeting only reaffirmed my commitment to supporting Israel during this critical time and ensuring they have the resources necessary to fully defeat these terrorists.",1,@RepAnnWagner
"Fox News: CBP memo sounds alarm on Hamas, Hezbollah fighters potentially using southern border to enter US",0,@RepRyanZinke
"Given that UNRWA has long been described as “effectively a branch of Hamas,” this means the top two leading employers in Gaza are Hamas.",1,@SenatorRicketts
"Instead of working together, Extreme MAGA Republicans are stalling swift passage of security assistance to Israel and deserting our allies in Europe and the Indo-Pacific at a time that they need us most.

My full statement:",1,@USRepKCastor
"Donald Trump says he wants to end endless wars in the Middle East, yet he is bringing us dangerously close to starting a new one.",-1,@GReschenthaler
"Norfolk Southern made a lot of big promises after East Palestine, but they haven’t followed through.

If they want to build trust, they need to take concrete steps & show Ohioans real action — not more misleading PR stunts.",0,@SenSherrodBrown
"This #BlackHistoryMonth, I’m proud to help lead the Caucus on Black-Jewish relations as it’s so vital to strengthen the ties between our communities and confront hate in all its forms. 

Thank you, co-chairs, 
@repnikema
 and 
@repwph
 for joining me in this fight.",0,@RepDWStweets
"I applaud 
@SpeakerJohnson
 for introducing this timely and necessary bill to strengthen the U.S-Israel alliance and empower Israel to end the existential threat posed by Hamas and other Iran-backed Palestinian terrorists behind the horrific October 7th attacks.  (1/4)",1,@SenatorHagerty
"There’s no cause in the world that can justify what Hamas did. 

These are evil people.",1,@SenJohnKennedy
Falsely blaming Israel for the tragic explosion at a hospital in Gaza is part of the information war waged Israel enemies are waging & so many in the global press eagerly cooperate with,1,@marcorubio
"Today we will welcome his excellency, Issac Herzog, President of the State of Israel, to address a Joint Session of Congress in Washington, DC. 

The United States is grateful for our unbreakable relationship that has made both of our countries safer and stronger.",1,@CongressmanKean
".
@RepTenney
 is right. Judea and Samaria are the rightful homeland of the Jewish people, and we should affirm this reality instead of delegitimizing Israel.",1,@mikepompeo
House Republicans stand with Israel and their right to defend themselves. ,1,@RepLisaMcClain
"The 
@SenatorRicketts
 / 
@SenatorTimScott
 bill also strengthens the Taylor Force Act, a bill named after a West Point grad who was stabbed to death in Israel by a Palestinian terrorist.

https://thespectator.com/newsletter/racial-politics-infect-kentucky-governors-race-dc-diary-11-1-2023/…

(4/xx)",1,@MatthewFoldi
"We will remember Oct. 7th as the day Israel came under attack by terrorists who sought to destroy it, and everything it stands for and everything it means.

Read my letter to the CO community in the wake of Hamas’s deadly terrorist attack against Israel:",1,@SenatorBennet
"Mia Schem spent 54 days in a Hamas hellhole, during which she also underwent surgery for a gunshot wound inflicted during the October 7 attack. She received no painkillers and had to replace her own bandages. I cannot imagine the pain she endured, but I’m so glad she is now safe.",1,@RepMikeLawler
"Biden’s weakness has only emboldened Iran and its proxies to continue launching missiles, attacking American bases, and injuring our troops.

Weakness breeds aggression.

We need deterrence in the Middle East. That starts with the White House ending their policy of appeasement.",1,@RepMarkAlford
Sen Daines wants the $6 billion in Iranian assets to be used for Israeli defense,1,@foxnewspolitics
I’ll also continue advocating for a two-state solution that recognizes the rights of both the Jewish and Palestinian people and provides full equal rights for every citizen in each state.,0,@RepEmiliaSykes
"Prohibiting humanitarian funding for the organization providing food, medical assistance, and emergency services to Palestinians is cruel and irresponsible. We can't be part of the collective punishment of millions of Palestinians who are in dire need.

We must fully fund the…",-1,@repdeliaramirez
"10 years ago tonight, 276 Chibok school girls in Nigeria were kidnapped by the heartless terrorist group, Boko Haram. As a mother and educator, I can only imagine the terror the families felt not knowing, not seeing, or not knowing if their loved ones were alive.",0,@RepWilson
"Is it cowardice?

Is it that they support Hamas?

Is it that they don’t want to offend foreign donors?


@virginiafoxx
 asks 
@OrthodoxUnion
 EVP Rabbi Hauer why campus leaders have been so timid in their response to antisemitism that’s spreading like wildfire",1,@EdWorkforceCmte
"These attacks against Israeli civilians, carried out by Hamas terrorists, are horrifying and I condemn them in the strongest possible terms. I stand with Israel and its people.",1,@RepLBR
"I'm glad to hear that two American hostages have been released from Gaza.
 
We need to do everything we can to bring the rest of the hostages home.",1,@SenBobCasey
"Hamas’s violent attacks on innocent Israeli civilians is horrifying. Israel has every right to defend itself against this terrorism. 

We stand by our ally, Israel.",1,@SenatorBennet
"My colleagues & I urge the United Nations to hold UN Women accountable for its inaction and to seek the establishment of an independent fact-finding effort through a separate mechanism, tasked with collecting testimonies from survivors and witnesses of Hamas’s sexual violence.",1,@MikeCrapo
"A known terrorist roamed freely throughout Minnesota because of Biden's open-borders agenda. 


@RepFinstad
, 
@RepFischbach
, 
@RepPeteStauber
 and I will use every resource at our disposal to ensure Minnesotans get the answers and accountability they deserve.",0,@GOPMajorityWhip
"Three years ago, Joe Biden made the weak decision to remove the Houthi's terrorist designation -- another failed attempt at appeasing Iran-backed forces who chant 'Death to America.' With hostile adversaries testing American resolve, U.S. strength is essential for our national…",1,@SenMullin
"Biden is caving to his far left base that sympathizes with Iran-backed Hamas.

The U.S. should be showing unwavering support for our ally #Israel.",1,@SenJoniErnst
Cindy and I are praying for the people of Israel who are facing unbelievable attacks by an Iranian-backed terrorist group.,1,@SenatorLankford
"For two years, Putin’s unprovoked war of aggression has terrorized the Ukrainian people, but they remain resilient as they fight to defend their freedom.
 
We must send aid now. Democracy can’t wait. I will always stand with the people of Ukraine.",0,@RepJohnLarson
"We are actively monitoring the situation in Israel. The U.S. State Department has issued resources and information for U.S. citizens who need assistance.
If you are a CA-21 resident visiting Israel, have family in Israel, and need assistance, do not hesitate to contact my office.",0,@RepJimCosta
".
@HouseGOP
 will always call out the antisemitic attacks happening in our country & stand in solidarity with our friends in the Jewish community during these tough times. Members of this chamber must understand that violent and hateful actions have consequences.",1,@RepMcCormick
Outraged and horrified by the wave of bomb threats targeting Jewish institutions over the weekend. We must stop the spread of toxic antisemitism and protect Jewish communities against violence and harassment.,1,@RepRaskin
"The Biden Administration removed the Houthis from the Terrorists List, and it was a mistake. AP reports this today of continuing Houthi attacks on our Navy and commercial shipping.",1,@RepDonBacon
"Capitol mayhem, stoked by radicals like 
@RepRashida
, unmasks the bitter truth. Their soft corners towards Hamas, the infamous for heinous crimes, paints a clear picture. Harboring sympathy for bloodshed and injustice? Hard-hitting hypocrisy at its finest.",1,@RepSantosNY03
"#TelAviv right now: Tens of thousands of Israelis are back on the streets tonight calling for the immediate ousting of #Netanyahu and his corrupt, inept, and extremist govt.  #Gaza",-1,@Yonatan_Touval
"‘GRAVE ERROR’: The senator, who is a former Marine, argues that aid to Israel and Ukraine should be split up. https://trib.al/F8PrcI8",-1,@FoxNews
"We won't stop until ALL hostages held by Hamas terrorists are home.

Their families should not have to wait one more day. #BringThemAllHomeNow",1,@SenTedBuddNC
"Under Biden, 312 individuals who appear on the terrorist watchlist were encountered at the Southern Border.

These are the ones we know about. 

How many sleeper cells have gotten through our porous border??",0,@RepMarkAlford
"I’ll continue calling on 
@SpeakerJohnson
 to let us vote on the Senate’s bipartisan bill to secure our border, reform our broken immigration system, support our allies in Israel and Ukraine, and provide critical humanitarian assistance to civilians in Gaza.",1,@RepNikkiB
"H.J. Res 71 would end the 2003 emergency declaration and unfreeze assets of Iran-backed militia leaders targeting US forces, which would result in terror throughout Iran.",1,@RepBryanSteil
Arrived Saudi Arabia with congressional delegation led by Senator Ernst to discuss normalization with Israel as the horrific attacks on Israel were unfolding. Productive diplomatic meetings but highlight was meeting with Iowa National Guard troops stationed here.,1,@RepMMM
"Republicans just delayed vital aid to our ally Israel.

If Republicans had not put a poison pill in this bill, it would have passed with over 400 votes.

The only thing this bill ""offsets"" is America's reputation.",-1,@RepStenyHoyer
"More important now than ever to stand with Israel — in action, not just words — replenishing Iron Dome & other munitions, intelligence aid, all that’s necessary to fight this war. As a member of the Armed Services Committee, I’ll push for maximum support.",1,@SenBlumenthal
"This will end when Hamas is no longer in charge in Gaza, and no longer a threat to Israel or Palestinians, in Gaza or the West Bank.

(19/23)",1,@RepGregLandsman
"It was great to share the positive news that my son Adrian was able to safely leave Israel over the weekend thanks to 
@RepMillsPress
 and his team. 

The federal government must get better at helping Americans leave areas when conflict breaks out.",1,@RepHuizenga
"Tonight, I joined 
@RepDeborahRoss
, 
@NCAGO
, 
@RaleighGov
 Mayor 
@maryannbaldwin
, and community members at 
@JewishFedofRC
’s Greater Raleigh Israel gathering.

We must come together as a nation and stand shoulder-to-shoulder with our ally Israel.

I unequivocally #StandWithIsrael.",1,@RepWileyNickel
"This week I voted yes to:

Deporting illegal immigrants with DUIs.
New criminal offenses to illegal immigrants fleeing border patrol.
Deporting Hamas members involved on Oct. 7th attacks.",1,@RepRyanZinke
"NEWS: on 12 February 2024, South Africa submitted an “urgent request for additional measures under Article 75 (1)” of the Rules of Court in connection with the “developing circumstances in Rafah” in the case #SouthAfrica v. #Israel before the #ICJ http://tinyurl.com/wajhp3tv",-1,@CIJ_ICJ
"Tonight, President Biden will ask Congress to defend democracy.

I strongly support his objectives: to arm Ukraine against Russia; to strengthen our Indo-Pacific allies against China; and to defend Israel against terrorists.",1,@RepAuchincloss
"Support for Ukraine should not be in jeopardy because of the Biden Administration's failure at the border.

We must back #Israel, back #Taiwan, and back #Ukraine through diplomacy, economics, and military strength - AND secure the border. Support for our allies and securing our…",1,@RepFrenchHill
"Another reckless decision by 
@POTUS
. Instead of the US giving the #1 state sponsor of terrorism billions of dollars, #Iran should be releasing all Americans wrongfully held in their country, ceasing support for terrorism, and stopping violence against peaceful protesters.",1,@RepFrenchHill
"President Biden has abdicated his responsibility to provide for a common defense, failed to uphold the laws of the land, and surrendered control of our sovereign border to narcoterrorist drug cartels. 

This dereliction of duty prompts a fundamental question: can a state defend…",0,@RepArrington
".
@cindymccain
’s work as Executive Director of the U.N. World Food Program has an impact on millions of individuals & is a critical part of our effort to ensure humanitarian aid is reaching Palestinians. 

The McCain family remains committed to service, country, & bipartisanship.",-1,@RepSherrill
"Please see my statement regarding the shameful decision of 166 House Democrats to refuse to provide our greatest ally, Israel, with the aid they need to defend their existence.",1,@RepDesposito
"What we’re seeing with Prime Minister Netanyahu is that he's willing to take our money but will always reject our advice.

We must be clear: The path forward is a two-state solution.",-1,@SenPeterWelch
"I, along with the majority of Americans across our country and countries around the world, have been continuing the urgent call for a ceasefire to stop the killing of tens of thousands of innocent Palestinian civilians, release the hostages, and work toward peace and safety.",-1,@RepJayapal
"Ranking Members 
@RepGregoryMeeks
 
@RepAdamSmith
 
@JAHimes
 issue statement opposing the partisan Republican proposal to provide Israel a security supplemental in exchange for rescinding the Internal Revenue Service’s funding:",-1,@HouseForeign
Wishing our Jewish friends and everyone celebrating in Illinois a Happy Hanukkah!,1,@RepLaHood
"I just sent a letter to President Biden calling on him to oppose paroling Palestinians into the U.S. following Hamas’ heinous attack on Israel. #StandWithIsrael

Thank you to our cosigners: 
@RepOgles
, 
@RepJeffDuncan
, & 
@RepClayHiggins
.",1,@RepBrecheen
"It is not a question that we do not have consensus for aid to Ukraine - it is that the Speaker will not allow consensus to be spoken.

Ukraine and Israel need our support, yet we leave today - our work undone. We must take up a vote now for aid to our allies.",1,@RepStenyHoyer
"The United States must not falter in its support of Israel as they assert their right to self defense. 

We must continue to provide our friends with the support they need until these terrorists are brought to justice.",1,@SenTedBuddNC
"Hamas, and the people that support it, reveal themselves once again for what they are, despicable Anti-Semites that want to see the nation of Israel burn.",1,@RepGusBilirakis
"Hamas terrorists intentionally use civilians as human shields & are responsible for all civilian deaths in Gaza. 

The Biden Admin lacks moral clarity & is now caving to its anti-Semitic radical Left base’s demands to restrain Israel’s efforts to end Hamas’s existential threat.",1,@SenatorHagerty
"The Biden Administration just incentivized placing a bounty on Americans’ heads abroad by unfreezing $6 billion in assets to the Iranians. That money will not go to medicine, it will go to terrorism.",1,@RepJames
"NEW: Booker & Goldman urge Biden to press Israel to end violence by Israeli settlers in the West Bank, ensure U.S.-provided weapons aren’t making their way into settlers’ hands.",-1,@jonallendc
"So there is no confusion: Hamas broke the ceasefire. 

More than 120 hostages remain in Gaza, including 8 Americans.",1,@RepJoshG
"I started The Capitol Coffee Connection Podcast to share the Heart and Humanity of our elected leaders.

This is my 3-year-old niece Abigail. Her parents were murdered by Hamas terrorists on October 7. This beautiful little girl is a hostage in Gaza. She has been gone for a month",1,@capitolcoffpod
"Hamas's terrorism is fueled by cryptocurrency. We need to crack down on illicit crypto and stop terrorists from moving money around, evading sanctions, and funding their acts of evil.

We must curb this emerging threat & protect our national security.",1,@SenSherrodBrown
"So grateful & relieved that 4 year old Abigail & 16 other hostages were safely returned home today 

I am thankful for the strength & courage of Abigail’s family as they shared her story with me & my colleagues. We must keep pushing for the release of all of the hostages.",1,@RepBowman
"In 2023, I sent or signed onto more than 200 letters to advocate for North Jersey families — from working to make life more affordable to supporting our democratic ally Israel.

In 2024, I will never stop fighting to help our North Jersey communities.",1,@RepJoshG
"The arrest of this known terror suspect on the streets of New York City shows that Congress must take action not only to secure the border, but to properly equip ICE in the interior of our nation.",0,@SenKatieBritt
Under no circumstances is the bombing of a refugee camp an act of “defense.” This is inexcusable. This is a war crime. Enough! We cannot continue to tolerate and enable the killing of innocent people. It must stop now. We need #CeasefireNOW!,-1,@repdeliaramirez
"Families & American workers deserve to keep more of their hard-earned money. 

Especially those affected by disasters like the #EastPalestineOhio train derailment.

The Tax Relief for American Families & Workers Act will unleash growth & prosperity in #NortheastOhio.",0,@RepMaxMiller
"The Biden-Harris Administration’s diplomatic efforts are delivering humanitarian aid for civilians, but we need to ensure that aid is reaching those in need.

I join my colleagues and President Biden in calling for a humanitarian pause in Gaza.",-1,@RepCarbajal
We’ll never stop fighting for East Palestine.,0,@SenSherrodBrown
"Mr. Ambassador, I appreciate the Qatari government’s efforts to get Hamas to release hostages.

But Hamas terrorists are using your hospitality to buy time.

We must hold Hamas accountable for the blood on its hands, the hostages they illegally hold, and the war they started.

I…",1,@SenTedBuddNC
"Unbelievable – 
@UNRWA
 employees took part in the Oct. 7 brutal attacks against Israel.
 
This is terrorism, and the UN is more than compromised as a so-called “humanitarian” organization.
 
Not a cent more to terrorists.",1,@SenJoniErnst
"On this day of remembrance, we mourn the 6 million Jewish people killed during the Holocaust.
 
#NeverAgain can we allow antisemitism, hate, and extremism to take hold.
 
#InternationalHolocaustRemembranceDay",0,@RepStricklandWA
Read our letter asking the administration to address the devastating impact on children and babies: https://carson.house.gov/sites/evo-subsites/carson.house.gov/files/evo-media-document/2023-11-21-letter-on-effects-of-israel-hamas-war-on-children96_0.pdf…,-1,@RepAndreCarson
"Today I spoke with 
@AmbHerzog
. I am convinced that contrary to the extreme comments of some mid-level #Israeli politicians, #Israel will not deprive #Gaza of food, water & medicine. It is #Hamas that destroyed the electrical lines that normally move power from Israel to Gaza. 1/2",1,@BradSherman
"@SenKatieBritt
:

We must stand shoulder to shoulder with Israel as they eradicate Hamas.

We cannot turn a blind eye to evil.",1,@SenateGOP
"Today, we pause to remember the thousands of lives lost in the terrorist attacks on 9/11/01. 

We will never forget the events of that day, the brave men and women who saved lives, and the resilience of the American spirit in the face of pure evil. #NeverForget911",0,@RepLaHood
"This morning, the Senate passed the national security package to support Ukraine, Israel & our allies in the Indo-Pacific. The FEND Off Fentanyl Act was also included, which will help stem the flow of fentanyl into our Nation. Now, the House should act swiftly to pass this bill.",1,@SenBobCasey
"This important legislation encourages nations to normalize relations with Israel and expresses continued support for bilateral cooperation across economic, security and civilian issues.  I look forward to voting for it.  Happy Birthday, Israel! Next year in Jerusalem!",1,@RepGusBilirakis
"Sent a letter to 
@SecBlinken
 & 
@PowerUSAID
 to demand transparency & ensure that not one penny of US taxpayer funds ever ends up again in the hands of Hamas & other Iran-backed Palestinian terrorists who savagely murdered over 1.4k people in Israel—including at least 33 Americans.",1,@SenatorHagerty
"Support for Israel-Hamas ceasefire grows across the US and in Congress as Gaza death toll surpasses 12,000, from my boss 
@dankatzradio
. 

Texas has the largest number of congress members in support of a ceasefire.",-1,@Joshua_Peck_
"So long as Netanyahu faces no consequences, even more innocent civilians will face death and starvation.",-1,@RepLloydDoggett
" Dramatic increase in illegal immigrants on the Terror Watchlist crossing our border 

 Alarming flood of Fentanyl into the U.S.

  Half of Trillion a year in expenses to the American Tax Payer.

This is Biden’s Border Crisis",0,@RepWPH
"I am horrified by the reports that more than 100 Palestinian civilians were killed and 700 wounded as they awaited humanitarian aid in Gaza.

I strongly urge the 
@StateDept
 to undergo an immediate investigation to ensure civilians are protected when receiving the aid they need.",-1,@repcleaver
"The chaos at our southern border is a national security crisis.

Congress can and should address aid for Ukraine and Israel—but we have to secure our border.",1,@SenTomCotton
"""Chuck Schumer calling for the U.S. to meddle in Israel’s elections is unprecedented and very dangerous."" - 
@GOPMajorityWhip",-1,@HouseGOP
"This is the dangerous reality on both the Southern AND Northern borders. In fact, so far this year, 93% of all terror watchlist suspects caught at ports of entry have crossed through the Northern border.",0,@MikeKellyPA
"Nine members of the Shoham family are believed to be kidnapped by Hamas. They were in the Be’eri kibbutz when it was attacked by Hamas terrorists. Missing family members include Shoshan Haran, Avshalom Haran, Lilach Lea Kipnis, Tal Shoham, Adi Shoham, Naveh Shoham, Yahel Gani…",1,@SenatorRicketts
"Why are universities across the US refusing to condemn Hamas?

We talk that and the latest from Israel and the Speaker of the House race on the #guybensonshow, joined with 
@RepChipRoy
, 
@marcthiessen
, and 
@SenDanSullivan
!

https://listen.foxaud.io/guybenson?sid=gbs.tw…

#hospital #Hamas #HamasTerrorism…",1,@GuyBensonShow
"The vast majority of Jews in the United States and Israel support a two-state solution and an infinitely better future for Palestinians in Gaza and the West Bank. 

In part, the key will be legitimate governing authorities that can root out terror and corruption.",0,@RepGregLandsman
"Iran-backed Hamas terrorists have been holding hundreds hostage, including Americans, for 40 days. 

It's evil! Just this week we learned of another innocent 19-year-old woman who was murdered in captivity by these terrorists. The stakes are dire. We can't rest until they’re…",1,@SenRickScott
"The barrage of terrorist attacks facing Israel by ground, sea, and air is unprecedented.

I join my fellow Alabamians in condemning this heinous assault by Iranian-backed Hamas terrorists on innocent Israeli children, women, and men.

Alabama and America stands with Israel.",1,@SenKatieBritt
This is unacceptable. Hate and antisemitism have no place in our community. Synagogues and their congregations should not have to live in fear of threats of violence. My heart goes out to all our Jewish neighbors at this difficult time.,1,@RepJayapal
"#Israel will adhere to the Law of Armed Conflict even though that means higher #Israeli casualties. 

I am proud of Israel. 2/2",1,@BradSherman
"Antisemitism has no place in America—including college campuses. 
@SenJackyRosen
 & I are urging the Department of Education to take action to protect Jewish students.",1,@SenatorLankford
"It’s deeply concerning TikTok is a tool for China to manipulate Americans by spreading antisemitism & pro-Hamas propaganda.

This content is poisoning hearts & minds, which is why I’m demanding answers & exposing TikTok's threat to our national security.
https://riponadvance.com/stories/gop-chastises-tiktok-cites-concerns-over-platforms-involvement-in-supporting-terrorism/…",1,@cathymcmorris
"Stand up to the mob.

Stand with Israel.",1,@repdarrellissa
".
@SpeakerMcCarthy
 is right - 
@JoeBiden
 must:

• Freeze the $6 billion promised to the terrorists in Iran, TODAY.
• Extradite the head of Hamas from his 5-star hotel to face justice.
• Re-supply Israel's life-saving Iron Dome missile defense system so there is no doubt they…",1,@RJC
